YEAR,MONTH,DATE,TRANSECT,OBSERVER,GROUND,TYP1,TYP2,TYP3,TYP4,TYP5,TYP6,TYP7,TYP8,STR,DIT
1980,5,9,32,6,,,3,,2,7,,1,5,6,
1980,5,10,33,6,,2,6,5,4,12,,9,3,6,
1980,5,12,34,6,,,3,,1,11,,2,7,6,1
1980,5,9,35,6,,1,8,8,3,5,,1,2,8,1
1980,5,9,36,6,,,2,2,5,6,,,2,2,
1980,5,10,37,6,,,2,,,4,,3,4,7,
1980,5,9,38,6,,,,,1,5,,,,7,
1980,5,12,39,6,,2,5,2,,3,,2,1,6,
1980,5,9,40,6,,,2,5,5,,,,,8,1
1980,5,12,41,6,,,1,1,,10,,1,4,3,1
1980,5,9,42,6,,1,10,6,3,13,,,1,3,3
1980,5,12,43,6,,,3,1,,,,1,,7,
1980,5,12,44,6,,,1,,5,2,,2,1,13,
1980,5,7,45,6,,2,2,1,1,4,,1,,9,6
1980,5,7,46,6,,,1,3,2,8,,2,,17,
1980,5,12,47,6,,5,1,2,2,2,,4,,15,1
1980,5,10,48,6,,,,1,,7,,5,1,13,
1980,5,6,49,6,,2,1,8,4,7,,1,,6,1
1980,5,7,50,6,,,4,,,3,,3,,8,2
1980,5,12,51,6,,,4,2,,10,,1,6,4,
1980,5,7,52,6,,,7,5,3,9,,1,,16,5
1980,5,10,53,6,,1,5,,2,11,,7,,14,2
1980,5,12,54,6,,,4,3,4,3,,11,,8,1
1980,5,10,55,6,,,1,,,1,,3,,15,
1981,4,29,1,6,,11,4,2,1,7,,9,,6,12
1981,4,30,2,6,,29,13,5,1,2,,14,,7,6
1981,5,6,3,6,,4,13,3,5,5,,4,,9,16
1981,4,30,4,6,,12,4,2,4,1,,3,,1,12
1981,4,29,5,6,,5,5,4,6,1,,1,,5,19
1981,4,30,6,6,,1,4,,2,2,,,,4,7
1981,4,30,7,6,,17,11,4,4,2,,7,,10,8
1981,5,6,8,6,,,20,1,4,5,,3,,8,5
1981,4,30,9,6,,8,2,2,3,4,,10,,4,11
1981,4,29,10,6,,1,2,3,5,2,,,,2,5
1981,4,29,11,6,,20,8,2,1,3,,3,,4,21
1981,4,29,12,6,,4,1,1,2,1,,,,2,
1981,4,30,13,6,,1,3,2,4,8,,5,,6,11
1981,5,6,14,6,,3,13,9,1,7,,1,,3,13
1981,4,29,15,6,,4,5,6,,9,,3,,12,15
1981,4,30,16,6,,10,4,5,2,1,,19,,9,18
1981,5,6,17,6,,8,8,12,6,8,,2,,10,3
1981,4,30,18,6,,23,8,2,3,3,,11,,4,18
1981,4,29,19,6,,14,5,13,1,7,,2,,2,4
1981,4,29,20,6,,3,6,10,2,6,,1,,5,7
1981,4,30,21,6,,19,9,1,3,3,,13,,3,12
1981,4,29,22,6,,7,6,2,4,2,,7,,6,9
1981,5,6,23,6,,34,3,7,2,2,,,,8,10
1981,4,29,24,6,,2,7,2,,,,1,,1,17
1981,5,6,25,6,,1,6,,2,2,,1,,7,4
1981,4,29,26,6,,4,7,1,4,2,,5,,6,12
1981,4,30,27,6,,10,,,1,2,,4,,3,12
1981,5,6,28,6,,5,14,5,6,6,,4,,12,2
1981,4,30,29,6,,5,4,,3,4,,6,,4,6
1981,5,7,30,6,,3,14,8,7,8,,2,,6,
1981,5,1,31,6,,1,14,,3,4,,4,3,7,
1981,5,7,32,6,,,19,,5,7,,7,1,10,
1981,5,8,33,6,,,6,2,1,5,,49,9,9,
1981,5,1,34,6,,1,4,,1,10,,1,3,4,2
1981,5,7,35,6,,4,36,4,3,4,,9,,11,
1981,5,7,36,6,,8,15,2,2,8,,4,4,3,1
1981,5,8,37,6,,1,17,1,4,3,,22,14,17,2
1981,5,7,38,6,,3,2,2,2,4,,,,9,
1981,5,1,39,6,,1,4,,1,4,,1,2,9,
1981,5,7,40,6,,14,4,4,4,,,1,,12,10
1981,5,1,41,6,,,1,,,7,,,4,4,
1981,5,7,42,6,,10,47,5,4,9,,12,,5,3
1981,5,1,43,6,,2,8,,4,,,4,,9,
1981,5,1,44,6,,,,,2,,,1,3,16,
1981,5,6,45,6,,9,3,1,1,,,3,,13,4
1981,5,6,46,6,,31,9,1,1,1,,2,,16,4
1981,5,1,47,6,,3,8,2,3,,,,,12,
1981,5,8,48,6,,4,4,2,2,2,,43,,19,
1981,4,30,49,6,,12,3,1,4,1,,7,,7,5
1981,5,1,50,6,,16,6,1,1,,,6,3,4,2
1981,5,1,51,6,,,8,1,,8,,3,7,4,
1981,5,6,52,6,,16,8,7,3,5,,1,,18,11
1981,5,8,53,6,,4,5,5,1,5,,35,,16,
1981,5,1,54,6,,5,9,2,7,2,,6,1,8,
1981,5,8,55,6,,2,12,,,1,,18,,24,
1982,5,7,1,5,,3,2,5,2,5,,5,,9,1
1982,5,8,2,5,,,2,9,1,4,,16,,5,3
1982,5,8,3,5,,,9,5,7,5,,4,,8,11
1982,5,7,4,5,,,6,2,,7,,2,,,16
1982,5,4,5,5,,,4,5,4,3,,,,6,16
1982,5,7,6,5,,1,3,,,4,,1,,5,6
1982,5,9,7,5,,3,2,6,5,4,,6,,11,4
1982,5,8,8,5,,,5,6,4,6,,3,,6,5
1982,5,7,9,5,,2,8,1,3,3,,11,,10,11
1982,5,7,10,5,,,1,3,5,7,,,,5,3
1982,5,7,11,5,,3,3,3,,3,,1,,4,19
1982,5,4,12,5,,1,,2,2,2,,,,3,3
1982,5,7,13,5,,,1,2,3,7,,3,,8,8
1982,5,8,14,5,,2,8,2,2,9,,5,,2,15
1982,5,7,15,5,,,,4,4,5,,4,,8,13
1982,5,9,16,5,,,2,4,5,3,,8,,8,12
1982,5,8,17,5,,,4,4,5,14,,3,,11,2
1982,5,9,18,5,,2,8,9,6,6,,13,,7,18
1982,5,4,19,5,,5,,6,2,6,,1,,1,3
1982,5,4,20,5,,1,8,3,1,7,,1,,6,4
1982,5,9,21,5,,1,2,3,2,3,,10,,8,12
1982,5,7,22,5,,,8,,2,3,,9,,4,8
1982,5,8,23,5,,3,9,2,2,9,,11,,12,9
1982,5,7,24,5,,5,10,4,,,,,,4,26
1982,5,8,25,5,,,7,8,1,4,,6,,4,6
1982,5,7,26,5,,6,8,2,,6,,5,,4,13
1982,5,9,27,5,,1,,1,2,6,,3,,3,3
1982,5,8,28,5,,,11,7,6,6,,11,,7,
1982,5,9,29,5,,,4,4,7,5,,11,,6,7
1982,5,14,30,5,,5,14,3,4,12,,3,,7,2
1982,5,10,31,5,,,13,7,11,10,,17,2,10,
1982,5,14,32,5,,,10,8,4,14,,6,,8,
1982,5,15,33,5,,,5,6,2,15,,13,1,5,
1982,5,15,34,5,,,2,6,2,15,,4,7,6,3
1982,5,14,35,5,,2,19,17,8,7,,9,,14,3
1982,5,14,36,5,,7,11,9,13,10,,10,,4,2
1982,5,15,37,5,,1,11,9,7,10,,10,,13,2
1982,5,10,38,5,,3,,3,3,1,,1,,14,1
1982,5,10,39,5,,,7,3,3,6,,4,,13,
1982,5,10,40,5,,5,4,1,8,1,,,,13,5
1982,5,10,41,5,,,8,2,,13,,,5,5,
1982,5,14,42,5,,5,31,11,9,15,,4,1,6,5
1982,5,10,43,5,,,12,6,,3,,12,1,9,
1982,5,10,44,5,,,5,4,4,2,,6,,15,
1982,5,8,45,5,,2,2,1,1,3,,8,,13,7
1982,5,8,46,5,,,2,2,1,11,,3,,12,4
1982,5,15,47,5,,1,15,1,3,5,,21,,17,
1982,5,14,48,5,,2,3,1,2,11,,65,,19,
1982,5,8,49,5,,,1,5,5,4,,,,8,5
1982,5,8,50,5,,1,1,3,2,6,,1,,7,1
1982,5,10,51,5,,1,9,3,1,4,,8,5,7,1
1982,5,8,52,5,,,1,5,1,10,,1,,9,3
1982,5,15,52,5,,1,7,3,3,3,,7,,13,1
1982,5,15,53,5,,1,7,3,3,3,,7,,7,1
1982,5,10,54,5,,1,9,9,10,5,,32,,18,1
1982,5,15,55,5,,,2,1,,,,2,,16,
1983,5,3,1,4,,5,4,6,2,5,,2,1,20,7
1983,5,4,2,4,,5,4,2,,4,,8,,3,3
1983,5,4,2,4,1,2,3,1,,,,2,,3,3
1983,5,4,3,4,,,7,3,2,7,,,,4,15
1983,5,4,4,4,,8,4,3,,4,,,,5,11
1983,5,3,5,4,,2,3,1,3,6,,,,5,20
1983,5,4,6,4,,2,7,,,3,,1,,3,1
1983,5,4,6,4,1,6,,,,,,1,,3,6
1983,5,4,7,4,,1,,,2,5,,2,,7,4
1983,5,4,7,4,1,1,,2,1,1,,6,,3,6
1983,5,4,8,4,,,10,5,,7,,1,,7,11
1983,5,4,9,4,,3,2,2,,3,,1,,10,3
1983,5,4,9,4,1,2,1,,,1,,2,,,6
1983,5,3,10,4,,6,2,,1,4,6,,,5,4
1983,5,3,11,4,,13,4,4,1,3,,1,,7,23
1983,5,3,12,4,,1,1,,1,3,,,,4,1
1983,5,3,12,4,1,1,2,1,1,1,,,,2,
1983,5,4,13,4,,1,1,1,1,1,,4,,8,1
1983,5,4,13,4,1,1,2,1,,1,,,,1,5
1983,5,4,14,4,,7,8,2,,6,,2,,4,21
1983,5,4,16,4,,3,2,2,,3,,4,,7,2
1983,5,4,16,4,1,,1,,,,,1,,1,2
1983,5,5,17,4,,,6,,2,12,,,,8,1
1983,5,5,17,4,1,,2,1,1,2,,2,,10,
1983,5,5,18,4,,10,8,3,,2,,5,,5,17
1983,5,3,19,4,,3,10,6,1,4,,1,,7,4
1983,5,3,20,4,,5,9,3,5,5,,,,6,5
1983,5,5,21,4,,14,11,,1,3,,7,,5,13
1983,5,3,22,4,,5,15,2,,2,,,,8,17
1983,5,5,23,4,,5,13,4,2,3,,12,,7,8
1983,5,5,23,4,1,1,7,1,,2,,,,1,8
1983,5,3,24,4,,2,3,1,,1,,,,3,9
1983,5,3,24,4,1,3,1,,,,,,,1,7
1983,5,4,25,4,,,2,1,,3,,,,3,1
1983,5,4,25,4,1,,9,2,,2,,,,2,1
1983,5,3,26,4,,4,4,1,4,2,,1,,4,15
1983,5,4,27,4,,3,,,1,2,,3,,2,8
1983,5,5,28,4,,4,18,6,2,7,,5,,8,1
1983,5,5,29,4,,1,3,,1,16,,2,,4,7
1983,5,5,29,4,1,,4,,,2,,1,,1,
1983,5,9,30,4,,,19,7,2,7,,1,,5,
1983,5,11,31,4,,,6,5,,9,,3,8,6,
1983,5,9,32,4,,,10,2,3,9,,1,4,4,
1983,5,9,32,4,1,,2,,1,5,,,,5,
1983,5,10,33,4,,,16,3,1,15,,10,2,5,
1983,5,11,34,4,,1,6,4,1,14,,6,5,4,4
1983,5,9,35,4,,,7,2,1,4,,3,,5,1
1983,5,9,35,4,1,,13,2,3,6,,2,,5,1
1983,5,9,36,4,,1,15,2,4,12,,,,3,2
1983,5,9,37,4,,,16,2,,8,,7,,13,3
1983,5,9,38,4,,4,2,,1,3,,,,15,1
1983,5,10,39,4,,,2,1,,3,,2,2,7,
1983,5,10,39,4,1,,2,,,2,,1,2,2,1
1983,5,9,40,4,,18,10,2,2,2,,,,18,4
1983,5,9,40,4,1,8,3,,2,2,,,,4,2
1983,5,10,41,4,,,6,1,1,9,,1,,2,
1983,5,9,42,4,,,17,3,,5,,1,,3,
1983,5,9,42,4,1,,17,,1,5,,1,,,2
1983,5,11,43,4,,,11,3,,3,,4,,9,1
1983,5,10,44,4,,,1,,1,8,,1,1,11,
1983,5,5,45,4,,,6,1,,2,,10,,9,3
1983,5,5,45,4,1,1,1,,,,,1,,8,1
1983,5,5,46,4,,,7,,1,4,,2,,12,3
1983,5,5,46,4,1,,2,1,,1,,,,4,2
1983,5,11,47,4,,4,9,2,3,6,,6,,19,1
1983,5,10,48,4,,,6,1,,1,,12,,14,1
1983,5,5,49,4,,7,5,3,2,11,,3,,8,10
1983,5,5,50,4,,,7,,,3,,2,2,9,
1983,5,5,50,4,1,1,4,,,1,,1,,4,
1983,5,11,51,4,,,8,1,,8,,3,2,5,1
1983,5,5,52,4,,,3,,,7,,,,5,3
1983,5,5,52,4,1,,6,2,2,4,,2,,12,
1983,5,9,53,4,,,4,1,,3,,2,,17,3
1983,5,11,54,4,,1,12,,,2,,14,,10,
1983,5,11,54,4,1,,3,,,,,6,,2,
1983,5,9,55,4,,,2,,,1,,,,17,
1983,5,3,15,5,,1,6,3,2,3,,1,,8,13
1984,5,10,1,4,,19,13,2,1,10,,2,,15,10
1984,5,14,2,4,,30,12,5,3,6,,17,,6,11
1984,5,14,2,4,1,6,2,1,,,,1,,,2
1984,5,14,3,4,,6,29,1,3,10,,2,,10,27
1984,5,11,4,4,,24,6,2,,2,,1,,2,20
1984,5,10,5,4,,9,9,1,1,8,,,,6,31
1984,5,11,6,4,,2,8,,1,1,,1,,3,2
1984,5,11,6,4,1,7,1,1,,,,,,4,6
1984,5,14,7,4,,10,8,4,2,5,,7,,10,10
1984,5,14,7,4,,15,,,,,,,,5,4
1984,5,11,8,4,,,26,1,4,5,,7,,9,10
1984,5,11,9,4,,10,3,3,1,1,,6,,9,9
1984,5,11,9,4,1,9,6,,,,,2,,1,5
1984,5,10,10,4,,5,3,,1,4,,,,4,8
1984,5,10,11,4,,22,16,2,1,4,,2,,9,20
1984,5,10,12,4,,,2,,,3,,,,3,1
1984,5,10,12,4,1,2,2,,,1,,,,,1
1984,5,11,13,4,,5,4,1,,3,,5,,3,9
1984,5,11,13,4,1,9,4,1,,2,,1,,,8
1984,5,11,14,4,,16,16,1,1,7,,10,1,3,31
1984,5,10,15,4,,6,6,4,2,4,,2,,9,15
1984,5,14,16,4,,9,9,,3,2,,10,,11,8
1984,5,14,16,4,1,15,1,,,,,1,,1,5
1984,5,15,17,4,,6,11,1,2,4,,2,,8,2
1984,5,15,17,4,1,1,4,,,3,,1,,5,
1984,5,14,18,4,,49,21,3,4,4,,10,,8,26
1984,5,10,19,4,,8,16,,3,3,7,,,8,4
1984,5,10,20,4,,6,12,3,2,5,,,,6,7
1984,5,14,21,4,,34,17,2,1,2,,7,,7,26
1984,5,10,22,4,,12,14,4,,3,,7,,15,12
1984,5,14,23,4,,22,20,2,5,2,,8,,12,13
1984,5,14,23,4,1,12,8,2,1,,,,,4,11
1984,5,10,24,4,,9,6,2,1,,,1,,2,15
1984,5,10,24,4,1,5,,,1,,,1,,6,8
1984,5,14,25,4,,4,5,,2,1,,4,,2,5
1984,5,14,25,4,1,2,10,,,3,,3,,1,6
1984,5,10,26,4,,6,8,3,,7,,8,,4,19
1984,5,14,27,4,,15,4,4,,3,,3,,5,13
1984,5,14,28,4,,5,10,2,4,7,,8,,11,1
1984,5,15,29,4,,8,7,1,1,4,,2,,4,4
1984,5,15,29,4,1,2,7,3,,1,,2,,2,4
1984,5,18,30,4,,8,19,8,6,14,,2,2,8,2
1984,5,16,31,4,,2,13,1,3,10,,4,4,14,
1984,5,17,32,4,,2,19,6,3,10,,4,2,8,
1984,5,17,32,4,1,2,13,2,,4,,3,5,2,
1984,5,16,33,4,,1,8,1,3,16,,28,10,18,
1984,5,16,34,4,,,5,1,2,7,,3,6,4,3
1984,5,17,35,4,,4,9,3,2,3,,6,1,9,3
1984,5,17,35,4,1,1,18,5,2,5,,2,,6,7
1984,5,17,36,4,,,22,3,7,6,,7,4,7,6
1984,5,16,37,4,,,35,5,6,7,,31,15,13,1
1984,5,18,38,4,,5,5,,1,2,,,,16,1
1984,5,16,39,4,,,4,,,6,,1,1,10,
1984,5,16,39,4,1,,,,2,1,,,2,3,
1984,5,18,40,4,,10,10,3,2,3,,3,,10,5
1984,5,18,40,4,1,1,3,,,,,,,7,
1984,5,16,41,4,,,4,,1,15,,,4,3,
1984,5,18,42,4,,3,8,6,3,8,,4,6,12,2
1984,5,18,42,4,1,6,26,5,4,4,,4,,1,6
1984,5,15,43,4,,,6,1,,3,,3,1,11,2
1984,5,16,44,4,,,6,,2,2,,1,4,16,
1984,5,14,45,4,,4,9,1,,,,3,,11,5
1984,5,14,45,4,1,4,3,,,1,,,,4,2
1984,5,15,46,4,,13,12,2,2,3,,4,,15,3
1984,5,15,46,4,1,2,6,1,,1,,,,5,
1984,5,15,47,4,,7,13,1,3,4,,4,,12,6
1984,5,15,49,4,,17,13,3,3,3,,6,,8,8
1984,5,15,50,4,,3,2,1,,3,,3,,4,
1984,5,15,50,4,1,4,6,1,,3,,1,,3,1
1984,5,15,51,4,,1,5,2,4,4,,4,5,10,
1984,5,15,52,4,,21,28,6,5,6,,1,,19,10
1984,5,16,53,4,,3,30,2,3,2,,29,6,19,9
1984,5,15,54,4,,3,11,2,2,6,,21,2,7,2
1984,5,16,55,4,,6,28,2,,,,13,,28,1
1984,5,16,48,5,,,6,1,1,2,,23,,35,4
1985,4,30,25,3,,,1,,,1,3,1,,10,3
1985,4,30,25,3,1,,,,,1,6,,,2,1
1985,5,8,29,3,,,8,1,,11,,2,,4,4
1985,5,8,29,3,1,,9,,,3,1,2,,1,3
1985,5,8,31,3,,,1,,1,10,3,10,6,11,1
1985,5,8,43,3,,,1,,,1,2,7,1,4,
1985,5,8,47,3,,,8,,2,8,17,1,,14,1
1985,5,8,49,3,,1,2,2,,11,5,1,,4,11
1985,5,8,50,3,,,4,1,,7,1,3,,2,
1985,5,8,50,3,1,,,,,,,,,2,1
1985,5,8,51,3,,,4,,,10,1,9,9,5,
1985,5,8,54,3,,,2,,2,3,2,6,,3,
1985,5,8,54,3,1,,6,1,,5,1,1,,1,
1985,4,29,1,4,,3,6,3,1,10,,3,,11,4
1985,5,1,2,4,,3,9,4,,3,,11,,2,15
1985,5,1,2,4,1,,4,1,1,1,,2,,3,
1985,4,30,3,4,,2,20,4,5,4,,9,,5,18
1985,4,30,4,4,,4,9,3,1,5,,1,,2,20
1985,4,29,5,4,,,3,2,3,9,,,,5,32
1985,4,30,6,4,,,9,1,1,4,,1,,1,8
1985,4,30,6,4,1,,1,,,2,,,,3,8
1985,5,1,7,4,,,7,3,,3,,2,,9,8
1985,5,1,7,4,1,7,7,3,2,,,,,3,6
1985,4,30,8,4,,,10,2,3,2,,3,,4,4
1985,5,1,9,4,,6,12,2,1,7,,6,,15,13
1985,5,1,9,4,1,,1,,1,1,,3,,,6
1985,4,29,10,4,,2,2,,1,6,,,,4,4
1985,4,29,11,4,,,9,4,2,5,,1,,5,20
1985,4,29,12,4,,,2,1,,,,,,1,1
1985,4,29,12,4,1,,4,1,2,,,,,2,3
1985,5,1,13,4,,1,1,,1,6,,7,,4,5
1985,5,1,13,4,1,1,1,1,2,,,2,,1,7
1985,4,30,14,4,,1,14,5,3,6,4,,,6,24
1985,4,29,15,4,,1,,3,4,6,,2,,5,10
1985,5,1,16,4,,4,6,2,2,2,,13,,11,12
1985,5,1,16,4,1,2,1,,,,,,,2,7
1985,5,1,17,4,,1,9,1,1,7,,3,,8,2
1985,5,1,17,4,1,,2,,1,1,,1,,2,
1985,5,1,18,4,,11,13,5,3,4,,10,,6,32
1985,4,29,19,4,,2,5,2,,2,,,,6,8
1985,4,29,20,4,,1,10,5,1,5,,,,11,9
1985,5,1,21,4,,9,22,2,1,8,,6,,2,29
1985,4,30,22,4,,3,7,7,2,2,,5,,11,12
1985,4,30,23,4,,4,25,5,,7,,9,,16,20
1985,4,29,24,4,,,2,5,,1,,,,4,14
1985,4,29,24,4,1,,,,,,,,,2,9
1985,4,29,26,4,,2,3,,3,3,,2,,7,24
1985,4,30,27,4,,5,4,2,2,5,,2,,4,11
1985,5,1,28,4,,4,10,5,3,13,,10,,7,1
1985,5,2,30,4,,,18,3,9,11,,1,,7,1
1985,5,7,32,4,,,9,1,2,4,,,3,5,
1985,5,7,32,4,1,,1,2,,6,,,1,2,
1985,5,7,33,4,,,5,7,3,9,,4,4,7,
1985,5,8,34,4,,,7,,,15,2,11,1,3,1
1985,5,2,35,4,,3,30,8,6,14,,10,1,8,1
1985,5,7,36,4,,,14,7,4,7,,5,,5,1
1985,5,7,37,4,,,7,9,2,5,,5,4,15,2
1985,5,2,38,4,,,7,1,1,4,,1,,18,1
1985,5,7,39,4,,,3,2,1,7,,,1,9,
1985,5,2,40,4,,1,5,,1,4,,,,8,6
1985,5,2,40,4,1,1,5,2,4,,,,,4,
1985,5,7,41,4,,,5,,,15,,,2,4,
1985,5,2,42,4,,1,8,4,1,8,,3,1,9,
1985,5,2,42,4,1,3,13,6,3,5,,2,,,4
1985,5,7,44,4,,,1,1,1,3,,2,2,23,
1985,4,30,45,4,,1,6,1,,,,5,1,12,5
1985,4,30,45,4,1,1,3,1,,4,,,,7,3
1985,5,1,46,4,,1,10,1,1,6,,3,,11,1
1985,5,1,46,4,1,,1,,,3,,,,3,
1985,5,7,48,4,,,4,1,2,3,,4,,19,
1985,5,1,52,4,,7,10,5,4,9,,3,,10,10
1985,5,1,52,4,1,,12,,,,,,,9,1
1985,5,7,53,4,,1,8,3,2,8,,3,,15,4
1985,5,7,55,4,,1,7,1,,2,,1,,21,
1986,5,2,1,1,,,2,3,5,14,1,5,,7,13
1986,5,3,2,1,1,2,4,2,1,,,1,,4,2
1986,5,3,2,1,,7,3,2,2,3,3,6,,1,7
1986,5,3,3,1,,,20,,3,11,,1,5,2,13
1986,5,2,4,1,,3,5,4,,5,1,,,4,6
1986,5,2,6,1,1,2,2,,,,,1,,3,4
1986,5,2,6,1,,,7,1,,7,2,,,2,
1986,5,6,7,1,1,5,5,4,,1,1,3,,6,4
1986,5,6,7,1,,,8,1,,5,1,1,,4,3
1986,5,3,8,1,,,15,,4,4,3,1,,4,5
1986,5,2,9,1,1,,1,1,,2,,3,,1,2
1986,5,2,9,1,,5,1,1,1,8,,4,,11,3
1986,5,2,11,1,,6,11,1,,2,3,2,,6,16
1986,5,3,14,1,,1,12,3,1,8,7,4,1,4,7
1986,5,6,16,1,1,3,1,2,,,1,,,1,10
1986,5,6,16,1,,2,2,2,4,3,1,5,,4,4
1986,5,6,17,1,1,1,6,1,3,2,2,1,,3,
1986,5,6,17,1,,,17,1,2,2,4,1,,6,1
1986,5,1,20,1,,3,3,1,7,5,,,,5,6
1986,5,2,22,1,,9,7,4,4,5,3,3,,11,11
1986,5,2,24,1,1,8,4,,,1,,,,1,7
1986,5,2,24,1,,,3,3,,,,,,4,6
1986,5,3,25,1,1,1,1,,1,1,3,,,1,4
1986,5,3,25,1,,,5,,2,3,,,,5,1
1986,5,2,26,1,,1,5,7,6,5,2,5,,6,18
1986,5,3,27,1,,3,4,1,1,7,,2,,1,10
1986,5,7,30,1,,,8,5,,5,3,1,2,3,
1986,5,7,31,1,,,9,2,2,9,9,4,11,8,1
1986,5,8,33,1,,,9,1,1,15,2,8,4,3,
1986,5,8,34,1,,,10,3,2,11,6,6,5,4,1
1986,5,13,36,1,,14,23,,2,,4,4,,2,4
1986,5,14,37,1,,1,11,,,15,12,13,8,7,3
1986,5,7,38,1,,,4,1,2,1,,,,10,2
1986,5,8,39,1,,,4,,,1,1,,2,2,
1986,5,13,42,1,,2,6,,1,4,3,2,2,1,8
1986,5,7,43,1,,,8,2,3,3,2,2,1,5,
1986,5,7,46,1,1,,3,,,1,,,,,1
1986,5,7,46,1,,,9,2,1,3,2,,,2,8
1986,5,7,47,1,,,5,1,2,5,16,3,2,10,2
1986,5,8,48,1,,16,2,,,13,6,14,1,10,2
1986,5,6,49,1,,,6,4,2,10,7,1,,13,8
1986,5,6,50,1,1,1,6,,,1,1,,,3,
1986,5,6,50,1,,,4,,,2,5,2,,3,
1986,5,7,52,1,1,,9,4,4,2,8,,,11,
1986,5,7,52,1,,1,7,,,4,4,,,6,1
1986,5,2,5,3,,,3,1,1,4,1,4,,5,15
1986,5,1,10,3,,1,3,,2,,,,,,6
1986,5,1,12,3,1,,2,,,1,,,,,1
1986,5,1,12,3,,,2,,1,1,,,,,1
1986,5,2,13,3,1,,,2,,2,,,,1,12
1986,5,2,13,3,,,2,1,1,3,1,3,,4,3
1986,5,2,15,3,,,5,1,,5,2,2,,4,12
1986,5,6,18,3,,7,6,1,2,5,7,6,,7,15
1986,5,1,19,3,,3,13,5,,13,,1,,,7
1986,5,6,21,3,,,5,1,1,2,4,7,,4,6
1986,5,19,21,3,,12,3,,,,1,3,,,8
1986,5,3,23,3,1,,8,1,,2,2,1,,2,2
1986,5,3,23,3,,2,5,,,8,6,1,,9,1
1986,5,6,28,3,,1,7,1,1,7,3,21,,6,1
1986,5,6,29,3,1,,1,,,1,,4,,1,5
1986,5,6,29,3,,4,3,,2,7,2,8,,2,4
1986,5,7,30,3,,,6,1,1,3,,,,4,
1986,5,14,32,3,1,,10,,,7,3,4,,3,
1986,5,14,32,3,,4,13,2,,8,10,5,7,5,
1986,5,8,33,3,,,6,,,,,3,,3,
1986,5,13,35,3,1,40,23,1,2,3,1,5,,3,1
1986,5,13,35,3,,28,16,1,1,4,4,1,,8,
1986,5,13,36,3,,6,19,,,11,1,2,,2,
1986,5,8,39,3,1,,1,,,2,1,3,1,4,
1986,5,8,39,3,,,,,,2,2,6,1,4,
1986,5,7,40,3,1,3,7,,1,7,,,,5,1
1986,5,7,40,3,,1,2,,,3,,,,9,6
1986,5,8,41,3,,,6,,1,16,1,17,9,3,
1986,5,13,42,3,1,24,37,2,,7,5,1,,1,2
1986,5,13,42,3,,3,11,,,9,1,4,,,1
1986,5,8,44,3,,,5,,,3,2,9,4,13,
1986,5,3,45,3,1,,3,,,1,,1,,5,
1986,5,3,45,3,,,7,,,1,1,4,2,4,5
1986,5,7,51,3,,,5,,2,5,2,14,6,8,
1986,5,14,53,3,,10,41,2,3,4,25,19,,18,
1986,5,7,54,3,1,,9,,,1,2,8,,3,
1986,5,7,54,3,,3,12,,,6,10,15,,5,
1986,5,14,55,3,,3,24,,,1,3,3,,24,
1987,4,29,1,1,,2,4,3,8,9,1,4,,9,5
1987,4,30,4,1,,5,6,3,2,5,,,,5,8
1987,4,29,5,1,,1,10,5,1,3,5,1,2,4,16
1987,4,30,9,1,,6,19,1,3,7,,3,,9,16
1987,4,29,15,1,,4,5,2,4,3,,,,10,12
1987,5,1,17,1,,1,23,3,10,6,1,1,,13,2
1987,5,1,18,1,,11,11,6,2,2,6,6,,7,12
1987,4,29,19,1,,15,5,12,3,10,1,2,,4,3
1987,4,29,20,1,,10,2,7,2,9,1,,,8,7
1987,5,1,21,1,,4,2,1,,1,0,0,0,2,3
1987,4,29,22,1,,5,11,5,4,3,3,4,,7,17
1987,4,29,24,1,,3,6,2,4,1,1,,,8,12
1987,5,1,29,1,,3,9,4,,6,1,9,,8,5
1987,5,6,30,1,,,7,9,4,3,3,1,1,3,
1987,5,4,31,1,,,10,5,1,9,3,1,18,10,
1987,5,6,35,1,,,15,11,3,1,3,3,,5,2
1987,5,6,36,1,,,13,2,4,,2,1,,3,
1987,5,6,38,1,,,12,2,,3,,,,6,3
1987,5,5,39,1,,,4,,1,3,,,5,4,
1987,5,6,40,1,,1,13,8,4,5,,,,8,5
1987,5,5,41,1,,,5,,1,8,2,,7,3,
1987,5,4,43,1,,,9,2,4,4,2,,4,8,
1987,5,5,44,1,,,9,,,2,1,,6,11,
1987,5,1,49,1,,2,11,6,2,9,4,4,,14,8
1987,5,4,50,1,,,12,3,6,2,2,,2,6,
1987,5,4,51,1,,,5,6,4,5,6,,9,6,1
1987,5,5,53,1,,1,14,1,,,17,1,2,10,2
1987,5,5,55,1,,1,7,,,,2,,,12,
1987,4,30,2,2,,20,12,4,,4,8,12,,9,7
1987,4,30,3,2,,3,16,8,9,12,3,4,3,5,22
1987,4,30,6,2,,6,7,2,2,13,1,2,,6,11
1987,5,1,7,2,,13,17,13,3,6,4,13,1,19,13
1987,4,30,8,2,,1,11,9,2,3,6,3,,7,7
1987,4,30,9,2,,1,,,,,,,,,1
1987,4,29,10,2,,4,3,5,4,13,2,,,3,7
1987,4,29,11,2,,6,7,6,,6,1,,,7,16
1987,4,29,12,2,,5,7,4,5,7,1,,,4,2
