YEAR,MONTH,DATE,TRANSECT,OBSERVER,GROUND,TYP1,TYP2,TYP3,TYP4,TYP5,TYP6,TYP7,TYP8,STR,DIT
1987,4,30,13,2,,11,7,2,1,13,4,8,,8,16
1987,4,30,14,2,,11,12,7,,11,4,17,1,5,18
1987,5,1,16,2,,2,12,12,2,4,2,8,,11,12
1987,4,29,19,2,,1,1,1,,2,,,,,
1987,5,1,21,2,,8,3,3,4,7,7,5,2,3,12
1987,5,1,23,2,,7,42,8,,10,11,9,,13,20
1987,4,30,25,2,,,8,6,1,3,7,5,,6,5
1987,4,29,26,2,,3,17,7,1,5,2,2,1,5,17
1987,4,30,27,2,,7,9,2,1,11,,2,,2,8
1987,5,1,28,2,,3,9,11,4,10,4,9,14,16,1
1987,5,6,30,2,,2,7,8,1,4,3,1,,2,2
1987,5,6,32,2,,,25,6,11,10,17,5,16,8,
1987,5,6,33,2,,,10,4,8,8,7,13,25,11,
1987,5,4,34,2,,,7,1,9,17,7,3,20,7,1
1987,5,6,36,2,,,3,2,4,4,4,5,4,5,
1987,5,6,37,2,,,20,18,10,6,14,9,21,14,
1987,5,5,39,2,,,7,2,5,2,4,,9,7,
1987,5,6,42,2,,1,58,11,6,12,15,4,6,7,2
1987,5,1,45,2,,3,26,1,3,8,3,2,2,18,9
1987,5,4,46,2,,1,21,2,1,5,7,5,1,14,2
1987,5,7,47,2,,,26,8,3,1,45,28,9,18,5
1987,5,6,48,2,,,14,3,8,1,11,25,10,24,
1987,5,7,52,2,,3,41,19,5,9,26,6,2,23,11
1987,5,4,54,2,,,20,4,4,8,23,13,16,5,4
1988,5,5,1,1,,1,4,4,1,3,3,3,,7,3
1988,5,6,3,1,,1,14,1,6,3,1,,2,2,13
1988,5,6,4,1,,,6,4,2,2,,1,,,7
1988,5,7,7,1,1,1,7,2,1,2,,4,1,5,8
1988,5,7,7,1,,1,1,1,,4,1,,1,6,2
1988,5,6,8,1,,,11,1,2,3,3,,1,5,4
1988,5,2,10,1,,,,2,4,5,,1,,6,1
1988,5,2,12,1,1,,,,,2,,,,,
1988,5,2,12,1,,,1,,1,1,1,,,,1
1988,5,6,14,1,,,12,3,2,6,1,1,2,3,10
1988,5,7,16,1,1,,3,2,3,1,,4,,6,1
1988,5,7,16,1,,,3,,,,,,,4,2
1988,5,7,18,1,,1,5,2,5,4,4,7,,4,14
1988,5,2,19,1,,6,13,3,6,8,1,1,,4,6
1988,5,6,21,1,,,1,,,2,,1,,2,4
1988,5,6,23,1,1,,,2,1,4,1,,,3,
1988,5,6,23,1,,,7,1,3,5,3,,,6,3
1988,5,2,24,1,1,,1,,2,,,,,1,9
1988,5,2,24,1,,,5,2,2,3,1,1,,4,10
1988,5,6,25,1,1,,2,,,,,,,1,3
1988,5,6,25,1,,,,,,1,1,1,,1,1
1988,5,2,26,1,,,5,4,6,,1,5,,6,10
1988,5,7,29,1,1,,3,,,2,,,,,4
1988,5,7,29,1,,,8,3,2,8,1,2,,2,6
1988,5,10,29,1,,,1,,,,1,,2,3,
1988,5,13,30,1,,,5,2,2,8,2,1,,3,
1988,5,9,31,1,,,12,2,7,6,7,7,6,5,1
1988,5,12,36,1,,2,5,1,,4,1,,,2,4
1988,5,12,37,1,,1,16,4,4,15,3,3,7,6,3
1988,5,13,40,1,1,1,3,5,5,1,,,,9,
1988,5,13,40,1,,1,4,3,4,3,1,,,6,3
1988,5,10,41,1,,,,,,10,,,7,4,
1988,5,12,42,1,1,,20,9,8,3,2,2,2,3,
1988,5,12,42,1,,,,2,3,10,,,,8,2
1988,5,9,43,1,,,11,1,3,3,4,6,1,6,
1988,5,10,44,1,,,3,1,1,1,,1,4,9,
1988,5,6,45,1,1,,3,,,2,,,,3,
1988,5,6,45,1,,,6,,4,1,,,1,2,2
1988,5,7,46,1,1,,4,,,1,,,,1,1
1988,5,7,46,1,,,8,1,,2,1,1,,8,1
1988,5,7,49,1,,2,9,6,1,4,3,5,,4,11
1988,5,9,51,1,,,5,1,3,5,,4,4,7,
1988,5,12,53,1,,4,22,,5,2,10,5,4,13,4
1988,5,12,55,1,,1,7,,1,2,2,9,,15,
1988,5,5,2,2,1,,5,2,,1,,1,,4,2
1988,5,5,2,2,,1,,1,2,8,,3,,6,4
1988,5,2,5,2,,,10,2,1,5,,1,5,29,6
1988,5,5,6,2,1,,2,,,2,,,,5,4
1988,5,5,6,2,,,3,,,6,2,2,,3,3
1988,5,5,9,2,1,,2,2,1,1,,2,,,4
1988,5,5,9,2,,2,2,1,1,7,1,3,,11,8
1988,5,2,11,2,,2,13,,1,4,,1,,7,35
1988,5,5,13,2,1,2,2,,2,1,,3,,3,8
1988,5,5,13,2,,,1,,,5,1,3,,5,4
1988,5,5,15,2,,1,5,5,3,7,1,2,,14,15
1988,5,6,17,2,1,,1,,2,5,,2,,4,
1988,5,6,17,2,,,2,2,7,6,,5,,16,2
1988,5,2,20,2,,1,6,9,1,12,,,,6,12
1988,5,6,21,2,,1,6,4,3,2,1,3,,3,6
1988,5,5,22,2,,2,13,4,6,5,1,9,,8,9
1988,5,5,27,2,,1,,,2,14,,,,7,5
1988,5,6,28,2,,,8,7,8,7,2,4,12,13,
1988,5,13,30,2,,,4,1,1,5,,1,1,3,
1988,5,12,32,2,1,,1,3,4,3,,1,3,2,
1988,5,12,32,2,,,7,2,4,7,,1,13,4,
1988,5,12,33,2,,,5,6,7,13,2,10,10,10,
1988,5,10,34,2,,,3,2,10,21,2,2,10,1,
1988,5,12,35,2,1,,14,5,5,3,,1,1,6,1
1988,5,12,35,2,,2,3,5,3,2,3,2,,6,1
1988,5,12,36,2,,,,1,1,8,,1,2,1,
1988,5,13,38,2,,2,3,,,4,,,,11,1
1988,5,10,39,2,1,,,1,2,1,,,3,2,
1988,5,10,39,2,,,,1,,2,,,5,1,
1988,5,9,47,2,,3,2,3,5,3,17,6,4,8,2
1988,5,12,48,2,,,7,1,11,9,,24,2,16,1
1988,5,7,50,2,1,2,3,3,1,3,,,,2,1
1988,5,7,50,2,,,3,,4,8,1,1,3,10,2
1988,5,7,52,2,1,,8,1,9,2,,,,15,1
1988,5,7,52,2,,1,7,,1,3,,3,,6,4
1988,5,9,54,2,1,1,11,3,3,5,4,11,4,5,
1988,5,9,54,2,,,1,,8,3,4,20,5,5,
1989,5,2,4,1,,1,7,2,,1,1,,,0,12
1989,5,1,10,1,,1,5,,3,1,,,,2,3
1989,5,2,11,1,,2,12,4,,1,1,2,,8,17
1989,5,1,12,1,,,5,,,1,1,,,3,0
1989,5,1,12,1,1,,,1,1,,,,,2,0
1989,5,1,15,1,,,11,3,,4,2,1,,10,14
1989,5,4,16,1,,4,2,,1,1,1,10,,8,1
1989,5,4,16,1,1,2,3,,,,,,,0,6
1989,5,1,19,1,,1,8,5,1,7,3,2,,6,3
1989,5,4,21,1,,,2,1,,,,,,0,5
1989,5,1,22,1,,,2,,2,2,1,2,,4,3
1989,5,5,23,1,,6,26,6,2,9,2,6,,3,8
1989,5,5,23,1,1,1,15,3,,4,4,1,,2,9
1989,5,2,24,1,,,13,5,1,,,,,4,11
1989,5,2,24,1,1,3,,,,,1,1,,1,8
1989,5,2,26,1,,1,16,6,,2,1,4,1,5,11
1989,5,2,27,1,,,4,1,1,4,,3,,4,3
1989,5,5,29,1,,,9,4,2,6,5,3,,2,7
1989,5,5,29,1,1,,3,4,1,2,1,,1,0,4
1989,5,10,30,1,,2,2,2,4,5,,1,,2,0
1989,5,9,32,1,,,10,3,6,10,5,1,9,4,0
1989,5,9,32,1,1,,4,1,2,6,,,4,2,0
1989,5,10,35,1,,1,13,7,3,2,2,7,,8,1
1989,5,10,35,1,1,,7,8,8,3,,1,,2,2
1989,5,9,36,1,,,8,12,2,,2,1,1,2,7
1989,5,10,40,1,,2,6,,5,2,,,,7,7
1989,5,10,40,1,1,1,3,4,3,1,1,,,4,4
1989,5,8,41,1,,,3,1,1,9,1,,7,2,0
1989,5,10,42,1,,2,5,11,12,10,5,5,1,6,2
1989,5,10,42,1,1,4,16,16,2,4,3,7,,4,2
1989,5,8,44,1,,,4,,4,2,1,,6,12,0
1989,5,5,45,1,,,15,2,,3,1,1,1,7,1
1989,5,5,45,1,1,2,1,1,,3,2,1,,6,1
1989,5,5,47,1,,7,12,3,1,5,17,4,4,11,0
1989,5,5,49,1,,5,5,3,4,11,3,2,1,6,13
1989,5,5,50,1,,1,6,,1,3,2,,,5,1
1989,5,5,50,1,1,5,9,3,7,3,3,1,1,2,3
1989,5,4,52,1,,2,11,,2,5,5,2,,3,7
1989,5,4,52,1,1,,13,4,3,5,3,,,11,4
1989,5,9,53,1,,5,24,7,6,8,14,2,7,16,8
1989,5,5,54,1,,4,9,,4,4,6,6,,,
1989,5,5,54,1,1,3,12,5,1,4,4,6,2,1,1
1989,5,9,55,1,,5,18,2,,,5,,,20,0
1989,5,1,1,2,,1,10,5,2,6,1,10,1,15,4
1989,5,3,2,2,,1,5,5,,7,1,10,,3,15
1989,5,3,2,2,1,,3,1,,2,1,2,,2,2
1989,5,3,3,2,,1,15,6,8,12,,5,4,6,24
1989,5,1,5,2,,2,5,4,,4,6,,3,3,27
1989,5,2,6,2,,1,4,,2,6,,,,0,4
1989,5,2,6,2,1,,1,,,1,,,,3,4
1989,5,3,7,2,,3,4,,1,7,4,3,1,10,6
1989,5,3,7,2,1,2,1,4,1,3,2,5,1,4,4
1989,5,3,8,2,,,16,6,2,3,1,1,1,5,9
1989,5,3,9,2,,6,4,2,1,6,1,7,,6,6
1989,5,3,9,2,1,3,3,,,1,1,3,,0,4
1989,5,3,13,2,,1,5,1,2,7,1,3,2,3,6
1989,5,3,13,2,1,3,4,1,1,1,1,,,1,8
1989,5,2,14,2,,1,13,2,0,9,2,8,3,6,30
1989,5,4,17,2,,,5,4,11,7,2,2,,9,1
1989,5,4,17,2,1,2,,4,2,5,,1,,5,1
1989,5,3,18,2,,8,4,1,1,4,2,8,0,6,27
1989,5,1,20,2,,4,10,4,1,8,1,,,5,13
1989,5,4,21,2,,2,7,7,2,3,5,5,,4,8
1989,5,3,25,2,,,1,4,1,1,,1,,3,1
1989,5,3,25,2,1,,4,1,,3,2,,,5,7
1989,5,4,28,2,,1,8,7,4,11,2,13,6,12,1
1989,5,10,30,2,,1,5,10,6,6,3,2,4,7,0
1989,5,8,31,2,,1,7,8,3,3,13,11,19,12,1
1989,5,9,33,2,,,6,5,7,6,8,32,15,7,1
1989,5,8,34,2,,,3,3,5,12,4,7,22,7,5
1989,5,9,36,2,,,1,1,,4,1,6,3,3,0
1989,5,9,37,2,,,8,6,9,6,10,12,14,12,3
1989,5,10,38,2,,3,5,,2,1,,,,14,2
1989,5,9,39,2,,,1,,1,1,,,10,3,0
1989,5,9,39,2,1,,,,1,1,1,,4,3,1
1989,5,8,43,2,,,5,6,4,3,14,9,15,9,1
1989,5,4,46,2,,4,12,4,,7,1,8,,12,4
1989,5,4,46,2,1,2,2,,,2,,,,2,3
1989,5,9,48,2,,,10,4,5,1,6,20,6,22,1
1989,5,8,51,2,,2,8,8,2,3,1,16,13,9,0
1990,5,2,1,1,,,5,7,4,14,3,5,1,6,4
1990,5,3,2,1,,,,,,,,,,,
1990,5,3,2,1,1,,,,,,,,,,
1990,5,4,3,1,,,11,5,10,9,2,1,7,5,8
1990,5,2,4,1,,,,,,,,,,,
1990,5,1,5,1,,,,,,,,,,,
1990,5,2,6,1,,,2,1,2,4,1,,,1,1
1990,5,2,6,1,1,,4,,,,,,,1,3
1990,5,3,7,1,,,1,3,1,3,2,,,5,1
1990,5,3,7,1,1,,4,4,,3,1,3,,5,2
1990,5,2,8,1,,,,,,,,,,,
1990,5,3,9,1,,,1,4,2,9,2,4,,7,3
1990,5,3,9,1,1,,2,3,1,,3,3,1,,4
1990,5,1,10,1,,,1,1,,5,,,,1,1
1990,5,2,11,1,,,8,1,3,3,1,,,6,15
1990,5,1,12,1,,,2,1,,4,,,,3,1
1990,5,1,12,1,1,1,2,,3,,,,,,
1990,5,3,13,1,,,,,,,,,,,
1990,5,3,13,1,1,,,,,,,,,,
1990,5,2,14,1,,,,,,,,,,,
1990,5,2,15,1,,,9,7,1,9,4,,,11,13
1990,5,4,16,1,,,,,,,,,,,
1990,5,4,16,1,1,,,,,,,,,,
1990,5,7,17,1,,,,,,,,,,,
1990,5,7,17,1,1,,,,,,,,,,
1990,5,3,18,1,,,,,,,,,,,
1990,5,1,19,1,,1,6,2,9,14,1,1,,1,5
1990,5,1,20,1,,1,4,2,3,7,1,,,4,9
1990,5,4,21,1,,1,8,2,5,,6,2,,2,9
1990,5,2,22,1,,1,9,8,3,7,3,5,,7,12
1990,5,3,23,1,,,,,,,,,,,
1990,5,3,23,1,1,,,,,,,,,,
1990,5,2,24,1,,,12,6,2,2,1,1,,3,14
1990,5,2,24,1,1,,3,,,,,,,1,5
1990,5,4,25,1,,,8,,2,1,1,1,,5,3
1990,5,4,25,1,1,,3,,2,2,2,,,2,1
1990,5,1,26,1,,,7,5,6,4,3,2,2,4,3
1990,5,3,27,1,,,,,,,,,,,
1990,5,4,28,1,,,8,6,3,8,4,5,4,9,1
1990,5,4,29,1,,,2,5,2,9,1,,1,6,2
1990,5,4,29,1,1,,,2,,1,1,,3,1,1
1990,5,9,30,1,,,,,,,,,,,
1990,5,9,30,1,1,,6,1,6,2,1,,,2,
1990,5,7,31,1,,,1,,,8,4,,9,6,
1990,5,9,32,1,,,,,,,,,,,
1990,5,9,32,1,1,,,,,,,,,,
1990,5,10,33,1,,,,,,,,,,,
1990,5,8,34,1,,,,,,,,,,,
1990,5,9,35,1,,1,10,7,6,1,2,,,10,2
1990,5,9,35,1,1,,9,7,3,4,,,,5,
1990,5,9,36,1,,,,,,,,,,,
1990,5,9,36,1,1,,5,1,2,,,1,,2,3
1990,5,10,37,1,,,,,,,,,,,
1990,5,9,38,1,,,,,,,,,,,
1990,5,8,39,1,,,3,,1,3,1,,5,4,
1990,5,8,39,1,1,,,,1,,1,,,3,
1990,5,11,40,1,,4,3,1,1,4,,,,9,3
1990,5,11,40,1,1,,3,1,1,1,,,,3,3
1990,5,8,41,1,,,1,,1,3,,,,3,
1990,5,9,42,1,,,4,3,9,7,5,2,,9,3
1990,5,9,42,1,1,1,14,13,8,3,6,6,,1,2
1990,5,7,43,1,,,,,,,,,,,
1990,5,8,44,1,,,4,1,3,2,1,,1,10,
1990,5,3,45,1,,,,,,,,,,,
1990,5,3,45,1,1,,,,,,,,,,
1990,5,7,46,1,,,,,,,,,,,
1990,5,7,46,1,1,,,,,,,,,,
1990,5,7,47,1,,,,,,,,,,,
1990,5,8,48,1,,,10,,5,7,3,10,,21,1
1990,5,4,49,1,,,3,2,6,8,6,2,2,9,10
1990,5,8,50,1,,,,,1,3,4,1,2,7,
1990,5,8,50,1,1,,5,,2,2,2,,,1,
1990,5,7,51,1,,,,,,,,,,,
1990,5,7,52,1,,,,,,,,,,,
1990,5,7,52,1,1,,,,,,,,,,
1990,5,10,53,1,,,,,,,,,,,
1990,5,7,54,1,,,,,,,,,,,
1990,5,7,54,1,1,,,,,,,,,,
1990,5,9,55,1,,1,16,4,,2,13,3,,18,
1990,5,2,1,2,,,,,,,,,,,
1990,5,3,2,2,,,2,3,2,6,2,11,,3,7
1990,5,3,2,2,1,,1,4,,,1,2,,2,
1990,5,4,3,2,,,,,,,,,,,
1990,5,2,4,2,,1,6,,4,2,2,1,,,13
1990,5,1,5,2,,,1,3,2,5,5,1,2,,27
1990,5,2,6,2,,,,,,,,,,,
1990,5,3,7,2,,,,,,,,,,,
1990,5,3,7,2,1,,,,,,,,,,
1990,5,2,8,2,,,14,,5,5,1,2,1,8,4
1990,5,3,9,2,,,,,,,,,,,1
1990,5,3,9,2,1,,,,,,,,,,
1990,5,1,10,2,,,,,,,,,,,
1990,5,2,11,2,,,,,,,,,,,
1990,5,1,12,2,,,,,,,,,,,
1990,5,1,12,2,,,,,,,,,,,
1990,5,3,13,2,,,3,1,3,5,1,8,1,5,6
1990,5,3,13,2,1,,1,2,3,1,,2,,1,11
1990,5,2,14,2,,,5,1,1,3,,,3,1,12
1990,5,2,15,2,,,,,,,,,,,
1990,5,4,16,2,,,6,4,3,,2,13,1,13,2
1990,5,4,16,2,1,,,,,,,,,1,5
1990,5,7,17,2,,,2,4,3,5,4,2,1,8,3
1990,5,7,17,2,1,,1,2,1,5,,,,7,
1990,5,3,18,2,,3,12,4,4,7,5,3,,5,9
1990,5,1,19,2,,,,,,,,,,,
1990,5,1,20,2,,,,,,,,,,,
1990,5,4,21,2,,,,,,,,,,,
1990,5,2,22,2,,,,,,,,,,,
1990,5,3,23,2,,,8,1,4,4,2,8,,5,6
1990,5,3,23,2,1,,8,3,,4,2,,,3,6
1990,5,2,24,2,,,,,,,,,,,
1990,5,2,24,2,1,,,,,,,,,,
1990,5,4,25,2,,,,,,,,,,,
1990,5,4,25,2,1,,,,,,,,,,
1990,5,1,26,2,,,,,,,,,,,
1990,5,3,27,2,,,3,,1,8,,1,,6,2
1990,5,4,28,2,,,,,,,,,,,
1990,5,4,29,2,,,,,,,,,,,
1990,5,4,29,2,1,,,,,,,,,,
1990,5,9,30,2,,,9,4,4,5,,,,8,
1990,5,7,31,2,,,,,,,,,,,
1990,5,9,32,2,,,9,2,,4,1,,6,5,
1990,5,9,32,2,1,,5,1,3,2,,3,6,2,
1990,5,10,33,2,,,10,2,3,13,1,44,12,10,
1990,5,8,34,2,,,1,,6,12,,,22,6,5
1990,5,9,35,2,,,,,,,,,,,
1990,5,9,35,2,1,,,,,,,,,,
1990,5,9,36,2,,,1,4,3,4,,2,3,2,1
1990,5,10,37,2,,,15,7,3,10,6,26,17,16,
1990,5,10,38,2,,8,6,3,,4,,,,17,2
1990,5,8,39,2,,,,,,,,,,,
1990,5,8,39,2,1,,,,,,,,,,
1990,5,11,40,2,,,,,,,,,,,
1990,5,11,40,2,1,,,,,,,,,,
1990,5,8,41,2,,,,,,,,,,,
1990,5,9,42,2,,,,,,,,,,,
1990,5,9,42,2,1,,,,,,,,,,
1990,5,7,43,2,,0,2,1,5,2,1,6,1,9,1
1990,5,8,44,2,,,,,,,,,,,
1990,5,3,45,2,,,5,,2,3,,3,1,8,
1990,5,3,45,2,1,,2,,,1,,1,,7,1
1990,5,7,46,2,,,20,1,,6,3,3,,14,8
1990,5,7,46,2,1,,4,,,2,,,,4,1
1990,5,7,47,2,,1,9,4,4,2,2,9,2,15,4
1990,5,8,48,2,,,,,,,,,,,
1990,5,4,49,2,,,,,,,,,,,
1990,5,8,50,2,,,,,,,,,,,
1990,5,8,50,2,1,,,,,,,,,,
1990,5,7,51,2,,,3,1,,6,,2,9,7,
1990,5,7,52,2,,1,8,1,,3,,2,,3,9
1990,5,7,52,2,1,2,8,5,5,5,1,5,,15,4
1990,5,10,53,2,,,19,,2,6,16,18,12,30,3
1990,5,7,54,2,,,3,5,4,5,2,26,5,6,1
1990,5,7,54,2,1,2,8,,,10,3,14,5,5,
1990,5,9,55,2,,,,,,,,,,,
1991,5,2,2,1,,7,2,2,0,4,3,13,0,5,5
1991,5,2,2,1,1,2,7,1,5,0,1,1,1,5,0
1991,5,3,3,1,,6,18,1,14,12,0,0,3,3,12
1991,5,2,4,1,,1,8,2,5,2,1,1,0,3,8
1991,5,3,6,1,,2,2,0,1,5,1,0,0,1,3
1991,5,3,6,1,1,4,2,0,0,0,0,0,0,5,5
1991,5,2,8,1,,3,13,0,8,9,0,5,0,8,6
1991,5,2,9,1,,0,6,4,0,4,1,2,1,5,8
1991,5,2,9,1,1,0,3,1,1,1,1,2,1,0,3
1991,5,2,13,1,,0,6,0,2,4,1,2,1,3,3
1991,5,2,13,1,1,2,0,1,1,0,1,1,0,1,8
1991,5,2,14,1,,5,10,4,4,3,4,10,1,8,13
1991,5,3,18,1,,7,27,3,8,6,8,7,0,5,11
1991,5,3,21,1,1,4,15,1,6,3,1,6,2,4,13
1991,5,2,24,1,,1,5,2,4,0,2,0,0,1,8
1991,5,2,24,1,1,0,0,1,0,0,0,0,0,1,6
1991,5,3,25,1,,0,6,0,0,1,2,1,0,2,2
1991,5,3,25,1,1,0,6,0,0,3,5,2,0,3,3
1991,5,2,27,1,,5,8,2,6,7,1,0,0,6,6
1991,5,1,28,1,,9,13,3,6,7,2,4,10,14,3
1991,5,10,30,1,,3,25,14,3,8,2,9,0,10,2
1991,5,9,32,1,,3,15,2,5,5,1,5,7,5,0
1991,5,9,32,1,1,0,10,2,3,6,1,1,1,2,0
1991,5,9,33,1,,0,17,4,6,12,4,56,7,13,0
1991,5,9,36,1,1,0,16,6,3,0,1,5,0,1,5
1991,5,8,39,1,,0,12,0,0,5,1,1,7,3,0
1991,5,8,39,1,1,3,5,0,0,0,1,2,1,5,0
1991,5,10,40,1,,17,12,0,7,3,0,2,0,11,12
1991,5,10,40,1,1,7,5,4,4,3,0,1,0,4,6
1991,5,8,41,1,,0,8,0,0,9,0,0,8,7,0
1991,5,9,42,1,,10,11,5,12,5,3,5,3,9,0
1991,5,9,42,1,1,9,13,12,10,4,2,7,1,1,4
1991,5,4,43,1,,0,15,0,1,6,9,4,6,5,2
1991,5,8,44,1,,0,11,1,2,2,0,1,5,16,0
1991,5,9,47,1,,8,14,1,4,4,12,3,5,15,2
1991,5,8,48,1,,4,19,7,6,7,7,18,2,18,2
1991,5,3,49,1,,2,5,0,5,8,9,6,1,9,11
1991,5,9,53,1,,9,36,4,11,17,19,13,5,17,2
1991,5,8,55,1,,2,13,4,1,4,4,1,0,16,0
1991,5,1,1,2,,1,8,9,0,15,0,20,2,16,6
1991,5,1,5,2,,3,10,2,2,4,3,3,4,4,30
1991,5,7,7,2,,13,6,1,0,3,2,2,1,12,12
1991,5,7,7,2,1,10,7,1,0,1,3,6,0,5,8
1991,4,30,10,2,,1,2,2,1,5,2,0,0,4,2
1991,5,1,11,2,,1,12,4,0,2,1,3,0,5,28
1991,4,30,12,2,,0,1,1,0,3,1,1,0,3,1
1991,4,30,12,2,1,1,6,,,,,,,,
1991,5,1,15,2,,9,4,8,1,6,0,7,0,10,17
1991,5,3,16,2,,3,5,4,1,2,1,16,0,7,4
1991,5,3,16,2,1,6,2,0,1,2,0,2,0,0,8
1991,5,7,17,2,,6,26,3,5,6,6,15,0,11,2
1991,5,7,17,2,1,2,5,3,0,5,1,4,0,7,0
1991,4,30,19,2,,14,9,7,5,8,1,7,0,4,7
1991,4,30,20,2,,6,10,6,4,10,1,2,0,3,6
1991,5,4,21,2,,1,5,3,0,1,2,2,0,0,15
1991,5,1,22,2,,2,15,10,1,4,2,5,0,12,15
1991,5,7,23,2,,21,29,3,0,5,4,34,0,7,16
1991,5,7,23,2,1,14,20,0,0,2,2,4,0,3,21
1991,5,1,26,2,,2,11,7,1,1,0,7,0,5,20
1991,5,7,29,2,,17,15,2,2,7,0,7,0,5,13
1991,5,7,29,2,1,3,5,3,0,3,0,2,1,1,4
1991,5,4,31,2,,0,7,8,5,9,7,28,17,10,2
1991,5,8,34,2,,3,16,2,2,13,7,14,13,8,5
1991,5,9,35,2,,3,15,3,2,4,5,22,0,15,1
1991,5,9,35,2,1,1,34,8,3,5,2,0,0,4,3
1991,5,9,36,2,,0,7,1,0,7,2,16,2,4,0
1991,5,9,37,2,,0,32,11,8,11,6,33,4,13,3
1991,5,10,38,2,,10,12,1,0,3,0,0,0,19,1
1991,5,7,45,2,,6,18,0,2,3,7,21,2,9,3
1991,5,7,45,2,1,7,10,0,0,1,1,4,0,11,4
1991,5,4,46,2,,14,28,2,0,8,3,9,0,13,13
1991,5,4,46,2,1,2,15,0,0,2,0,0,0,6,6
1991,5,7,50,2,,1,2,2,2,2,4,12,6,6,0
1991,5,7,50,2,1,5,10,0,0,1,4,5,0,1,4
1991,5,4,51,2,,0,5,12,2,5,5,22,9,8,0
1991,5,4,52,2,,8,18,1,0,3,2,9,0,2,14
1991,5,4,52,2,1,9,28,3,3,5,8,11,0,13,9
1991,5,7,54,2,,2,7,1,2,5,10,64,11,9,2
1991,5,7,54,2,1,4,23,0,0,2,2,29,2,3,3
1992,4,29,1,1,,8,8,3,5,11,0,9,1,13,5
1992,4,29,2,1,,19,9,5,0,1,2,9,2,2,7
1992,4,29,2,1,1,14,7,3,2,0,0,1,1,3,5
1992,4,29,4,1,,13,8,2,4,4,1,0,0,1,12
1992,4,28,5,1,,13,15,3,2,2,2,1,0,9,19
1992,4,28,10,1,,2,5,1,2,1,1,0,0,4,6
1992,4,29,11,1,,14,9,6,3,5,0,3,0,6,7
1992,4,28,12,1,,0,5,1,0,2,1,0,0,2,0
1992,4,28,12,1,1,1,2,2,1,0,0,0,0,0,0
1992,4,29,14,1,,19,10,2,4,9,2,6,4,5,17
1992,4,29,15,1,,20,12,7,1,3,1,7,0,11,19
1992,5,4,18,1,,17,18,3,8,3,13,8,0,2,13
1992,4,28,19,1,,12,10,5,5,12,1,1,0,6,5
1992,5,4,21,1,,10,7,3,3,3,3,8,2,5,10
1992,4,29,22,1,,20,18,5,5,6,2,5,1,9,9
1992,5,4,23,1,,8,22,2,6,6,3,6,0,5,6
1992,5,4,23,1,1,1,13,2,1,4,2,0,0,3,6
1992,4,29,24,1,,6,13,3,1,2,0,1,0,3,11
1992,4,29,24,1,1,7,2,2,0,0,0,0,0,1,3
1992,4,29,26,1,,10,15,4,11,3,2,4,1,7,19
1992,5,4,28,1,,3,13,4,6,6,3,4,5,11,1
1992,5,8,30,1,,3,5,5,3,5,0,0,0,2,0
1992,5,6,34,1,,0,3,2,2,12,1,2,6,6,2
1992,5,7,36,1,,0,9,0,5,0,1,2,0,2,0
1992,5,8,38,1,,2,0,2,3,4,1,0,0,5,0
1992,5,6,39,1,,1,1,0,0,3,2,0,5,4,0
1992,5,6,39,1,1,0,0,0,0,0,0,1,0,2,0
1992,5,8,40,1,,2,7,0,4,2,0,0,0,8,5
1992,5,8,40,1,1,0,2,3,3,3,0,0,0,4,1
1992,5,6,41,1,,0,2,0,1,7,1,0,6,3,0
1992,5,6,44,1,,1,5,1,5,1,0,1,0,16,2
1992,5,4,45,1,,1,8,0,1,3,6,1,2,5,5
1992,5,4,45,1,1,0,3,0,2,1,0,0,0,4,0
1992,5,6,48,1,,9,12,2,6,3,5,15,13,14,0
1992,5,5,51,1,,0,6,0,3,3,1,2,6,3,0
1992,5,1,3,126,,4,21,7,2,2,0,0,0,6,13
1992,4,30,6,126,,1,3,1,1,2,0,0,2,1,4
1992,4,30,6,126,1,7,1,1,0,1,0,0,1,2,7
1992,5,1,7,126,,11,6,4,0,4,0,0,0,11,3
1992,5,1,7,126,1,10,7,5,1,2,0,1,2,3,6
1992,5,1,8,126,,0,20,6,0,2,0,0,2,9,5
1992,5,1,9,126,,16,6,3,1,6,0,3,0,7,9
1992,5,1,9,126,1,4,4,2,1,1,0,1,1,0,6
1992,5,1,13,126,,7,4,2,0,6,0,4,1,2,4
1992,5,1,13,126,1,9,2,3,0,0,0,1,0,3,7
1992,5,1,16,126,,8,6,3,0,2,0,5,1,8,3
1992,5,1,16,126,1,7,2,0,0,2,0,0,0,1,9
1992,5,4,17,126,,2,2,0,2,1,0,2,0,15,1
1992,5,4,17,126,1,0,3,3,0,9,0,0,0,9,2
1992,4,28,20,126,,6,6,4,2,3,1,1,0,4,3
1992,5,4,21,126,,10,0,0,0,2,0,1,0,3,10
1992,5,1,25,126,,0,1,1,0,1,0,2,0,1,1
1992,5,1,25,126,1,0,4,2,0,3,0,0,2,6,2
1992,4,30,27,126,,14,4,2,1,8,0,2,0,3,11
1992,5,4,29,126,,4,5,2,0,6,0,2,0,4,3
1992,5,4,29,126,1,2,2,1,0,0,0,1,1,3,3
1992,5,8,30,126,,5,4,2,0,7,0,0,0,4,2
1992,5,5,31,126,,11,13,2,2,7,2,2,8,10,1
