year,date,transect,grd,wetype,basin_no,species,pairs,lonedrake,flockdrake,groups,region,p_species,ind_birds_R
1989,4,13,2,0,798,32,1,0,0,0,1,1,2
1989,4,13,2,0,798,40,2,0,0,0,1,2,4
1989,4,13,2,2,802,32,1,0,0,0,1,1,2
1989,4,13,2,2,802,40,0,0,2,0,1,2,4
1989,4,13,2,2,803,40,1,0,0,0,1,2,2
1989,4,13,2,5,805,32,0,0,3,0,1,1,6
1989,4,13,2,5,806,40,1,0,0,0,1,2,2
1989,4,13,2,6,807,32,4,0,0,0,1,1,8
1989,4,13,2,6,807,40,8,0,4,0,1,2,24
1989,4,13,2,6,807,44,1,0,0,0,1,3,2
1989,4,13,2,6,807,42,1,0,0,0,1,5,2
1989,4,13,2,6,807,72,2,0,0,0,1,4,4
1989,4,13,2,9,808,44,1,0,0,0,1,3,2
1989,4,16,1,5,220,32,1,0,0,0,1,1,2
1989,4,16,1,1,221,40,1,0,0,0,1,2,2
1989,5,16,2,9,239,40,1,0,0,0,1,2,2
1989,4,17,1,5,616,32,0,3,0,0,1,1,6
1989,4,17,1,5,616,40,1,0,0,0,1,2,2
1989,4,17,1,5,617,32,1,0,0,0,1,1,2
1989,4,17,1,9,618,32,0,1,0,0,1,1,2
1989,4,17,1,5,619,40,1,0,0,0,1,2,2
1989,5,17,2,5,627,32,1,2,0,0,1,1,6
1989,5,17,2,5,627,49,1,0,0,0,1,9,2
1989,5,17,2,5,628,40,1,1,0,0,1,2,4
1989,5,17,2,9,630,32,0,0,4,0,1,1,8
1989,5,17,2,9,630,44,1,0,0,0,1,3,2
1989,5,17,2,9,631,40,2,0,0,0,1,2,4
1989,5,23,1,3,518,40,1,0,0,0,1,2,2
1989,5,23,1,9,519,32,0,1,0,0,1,1,2
1989,5,23,1,9,520,40,1,0,0,0,1,2,2
1989,5,23,1,5,521,32,0,1,0,0,1,1,2
1989,5,23,1,5,522,40,1,0,0,0,1,2,2
1989,5,23,1,9,523,32,0,1,0,0,1,1,2
1989,5,23,2,2,527,32,0,1,0,0,1,1,2
1989,5,23,2,4,528,32,0,1,0,0,1,1,2
1989,5,23,2,9,534,32,0,1,0,0,1,1,2
1989,2,24,1,9,285,32,0,2,0,0,1,1,4
1989,2,24,1,0,286,32,0,1,0,0,1,1,2
1989,3,24,2,0,291,32,1,0,0,0,1,1,2
1989,3,24,2,0,292,32,1,0,0,0,1,1,2
1989,3,24,2,0,292,44,1,0,0,0,1,3,2
1989,3,24,2,0,293,32,1,0,0,0,1,1,2
1989,3,24,2,0,293,44,1,0,0,0,1,3,2
1989,3,24,2,0,294,40,1,0,0,0,1,2,2
1989,3,24,2,3,295,32,0,1,0,0,1,1,2
1989,3,24,2,3,295,40,2,0,0,0,1,2,4
1989,3,25,1,0,481,32,0,1,0,0,1,1,2
1989,3,25,1,5,482,32,1,0,0,0,1,1,2
1989,3,25,1,9,483,32,0,1,0,0,1,1,2
1989,4,25,2,4,485,32,0,1,0,0,1,1,2
1989,4,25,2,4,486,32,0,1,0,0,1,1,2
1989,4,25,2,4,486,39,1,0,0,0,1,5,2
1989,4,25,2,9,491,32,0,0,2,0,1,1,4
1989,4,25,2,9,492,32,0,0,4,0,1,1,8
1989,4,25,2,9,493,32,1,0,0,0,1,1,2
1989,5,29,1,0,874,40,1,0,0,0,1,2,2
1989,5,29,1,0,875,40,1,0,0,0,1,2,2
1989,5,29,1,4,876,40,1,0,0,0,1,2,2
1989,5,29,1,2,877,32,2,0,0,0,1,1,4
1989,5,29,1,4,878,32,0,0,5,0,1,1,10
1989,5,29,1,4,879,32,0,1,0,0,1,1,2
1989,5,29,1,4,880,40,0,1,0,0,1,2,2
1989,5,29,1,5,881,32,1,0,4,6,1,1,16
1989,5,29,1,5,881,72,1,0,0,0,1,4,2
1989,5,29,1,9,882,32,0,1,0,0,1,1,2
1989,6,29,2,0,887,32,0,1,0,0,1,1,2
1989,6,29,2,2,891,40,1,0,0,0,1,2,2
1989,6,29,2,2,891,39,1,0,0,0,1,5,2
1989,6,29,2,3,894,40,1,0,0,0,1,2,2
1989,6,29,2,5,898,40,1,0,0,0,1,2,2
1989,6,29,2,5,898,44,1,0,0,0,1,3,2
1989,9,32,1,5,487,32,0,1,0,0,2,1,2
1989,9,32,1,5,488,53,1,0,0,0,2,9,2
1989,9,32,1,5,489,32,0,0,4,0,2,1,8
1989,9,32,1,5,489,49,1,0,0,0,2,9,2
1989,10,32,2,4,496,44,0,0,2,0,2,3,4
1989,10,32,2,5,501,32,0,0,3,0,2,1,6
1989,10,32,2,5,502,32,0,1,0,0,2,1,2
1989,10,32,2,5,502,44,1,0,0,0,2,3,2
1989,10,32,2,9,513,32,0,0,3,0,2,1,6
1989,10,32,2,9,514,32,0,1,0,0,2,1,2
1989,10,35,1,0,1079,32,0,1,0,0,2,1,2
1989,10,35,1,2,1080,32,1,0,0,0,2,1,2
1989,10,35,1,4,1081,32,0,1,0,0,2,1,2
1989,10,35,1,4,1081,40,1,1,0,0,2,2,4
1989,10,35,1,4,1082,32,0,2,0,0,2,1,4
1989,10,35,1,4,1082,40,3,1,0,0,2,2,8
1989,10,35,1,4,1082,44,1,0,0,0,2,3,2
1989,10,35,1,4,1083,32,1,3,0,0,2,1,8
1989,10,35,1,4,1083,40,2,1,0,0,2,2,6
1989,10,35,1,4,1083,44,1,0,0,0,2,3,2
1989,10,35,1,4,1084,40,0,1,0,0,2,2,2
1989,10,35,1,0,1085,40,1,0,0,0,2,2,2
1989,10,35,1,3,1086,32,0,1,0,0,2,1,2
1989,10,35,1,3,1087,72,1,0,0,0,2,4,2
1989,10,35,1,4,1088,32,1,0,0,0,2,1,2
1989,10,35,1,4,1088,40,2,0,0,0,2,2,4
1989,10,35,1,4,1088,72,2,1,0,0,2,4,6
1989,10,35,1,4,1088,50,0,0,0,7,2,5,7
1989,10,35,1,4,1089,32,1,1,0,0,2,1,4
1989,10,35,1,4,1089,40,0,1,0,0,2,2,2
1989,10,35,1,4,1090,40,0,1,0,0,2,2,2
1989,12,35,2,3,1094,32,1,0,0,0,2,1,2
1989,12,35,2,3,1095,40,1,0,0,0,2,2,2
1989,12,35,2,3,1095,44,1,0,0,0,2,3,2
1989,12,35,2,4,1096,32,2,0,0,0,2,1,4
1989,12,35,2,4,1096,40,1,0,0,0,2,2,2
1989,12,35,2,4,1097,39,1,0,0,0,2,5,2
1989,12,35,2,4,1098,40,1,0,0,0,2,2,2
1989,12,35,2,5,1099,32,0,1,0,0,2,1,2
1989,12,35,2,5,1100,32,0,1,0,0,2,1,2
1989,12,35,2,5,1101,32,1,0,0,0,2,1,2
1989,12,35,2,5,1101,72,0,1,0,0,2,4,2
1989,12,35,2,5,1102,32,5,1,7,6,2,1,32
1989,12,35,2,5,1102,40,2,3,0,0,2,2,10
1989,12,35,2,5,1102,39,1,1,0,0,2,5,4
1989,12,35,2,5,1102,72,4,1,3,0,2,4,16
1989,12,35,2,5,1102,50,1,0,0,0,2,5,2
1989,12,35,2,5,1102,43,2,0,0,0,2,5,4
1989,12,35,2,5,1103,40,0,1,0,0,2,2,2
1989,12,35,2,5,1104,40,1,0,0,0,2,2,2
1989,12,35,2,5,1104,44,0,0,8,0,2,3,16
1989,12,35,2,5,1105,40,1,0,0,0,2,2,2
1989,12,35,2,5,1105,44,3,0,0,0,2,3,6
1989,12,35,2,5,1106,40,1,0,0,0,2,2,2
1989,12,35,2,5,1106,50,1,0,0,0,2,5,2
1989,12,35,2,5,1107,44,1,0,0,0,2,3,2
1989,12,35,2,5,1107,72,1,0,0,0,2,4,2
1989,12,35,2,6,1108,32,1,0,0,0,2,1,2
1989,12,35,2,6,1108,40,1,0,0,0,2,2,2
1989,12,35,2,9,1111,32,0,0,2,0,2,1,4
1989,12,35,2,9,1111,40,2,0,0,0,2,2,4
1989,12,35,2,9,1112,32,0,0,3,0,2,1,6
1989,12,35,2,9,1112,40,0,1,0,0,2,2,2
1989,12,35,2,9,1112,44,3,1,0,0,2,3,8
1989,12,35,2,9,1113,32,1,1,0,0,2,1,4
1989,9,39,1,4,118,32,0,1,0,0,2,1,2
1989,9,39,1,5,119,30,3,2,0,0,2,5,10
1989,9,39,1,5,120,32,1,0,0,0,2,1,2
1989,9,39,1,5,121,32,1,0,0,0,2,1,2
1989,9,39,1,5,122,51,1,0,0,0,2,5,2
1989,9,39,1,9,123,33,1,0,0,0,2,5,2
1989,9,39,1,9,124,44,0,1,0,0,2,3,2
1989,9,39,2,4,125,32,4,0,4,0,2,1,16
1989,9,39,2,4,125,40,1,0,0,0,2,2,2
1989,9,39,2,4,125,44,3,0,0,0,2,3,6
1989,9,39,2,5,127,32,1,0,0,0,2,1,2
1989,9,39,2,5,127,29,1,0,0,0,2,5,2
1989,9,39,2,9,133,32,1,0,0,0,2,1,2
1989,10,40,1,4,1172,32,0,2,0,0,2,1,4
1989,10,40,1,4,1173,72,0,1,0,0,2,4,2
1989,10,40,1,5,1174,40,0,1,0,0,2,2,2
1989,10,40,1,5,1175,40,0,1,0,0,2,2,2
1989,10,40,1,5,1176,40,1,1,0,0,2,2,4
1989,10,40,1,9,1177,40,0,1,0,0,2,2,2
1989,10,40,1,9,1178,40,0,2,0,0,2,2,4
1989,10,40,1,4,1179,32,1,0,0,0,2,1,2
1989,10,40,1,4,1179,40,2,1,0,0,2,2,6
1989,10,40,1,4,1180,40,1,0,0,0,2,2,2
1989,10,40,1,4,1181,40,2,0,0,0,2,2,4
1989,10,40,1,5,1182,32,0,0,4,0,2,1,8
1989,10,40,1,5,1183,40,2,0,0,0,2,2,4
1989,10,40,2,1,1185,32,0,3,0,0,2,1,6
1989,10,40,2,1,1186,40,0,1,0,0,2,2,2
1989,10,40,2,1,1187,40,1,1,0,0,2,2,4
1989,10,40,2,3,1194,32,1,1,0,0,2,1,4
1989,10,40,2,3,1194,40,0,2,0,0,2,2,4
1989,10,40,2,5,1198,32,1,1,0,0,2,1,4
1989,10,40,2,5,1198,40,2,1,0,0,2,2,6
1989,10,40,2,5,1198,44,1,1,0,0,2,3,4
1989,10,40,2,5,1198,72,0,1,0,0,2,4,2
1989,10,40,2,5,1198,39,0,1,0,0,2,5,2
1989,10,40,2,5,1199,40,1,0,0,0,2,2,2
1989,10,40,2,5,1200,40,1,0,0,0,2,2,2
1989,10,40,2,5,1201,40,2,0,0,0,2,2,4
1989,10,40,2,5,1202,40,3,2,0,0,2,2,10
1989,10,40,2,9,1206,32,1,1,0,0,2,1,4
1989,10,40,2,9,1206,40,3,2,0,0,2,2,10
1989,10,40,2,9,1206,72,1,0,0,0,2,4,2
1989,10,40,2,9,1207,40,1,0,0,0,2,2,2
1989,10,40,2,9,1208,40,2,0,0,0,2,2,4
1989,10,40,2,9,1209,40,3,1,0,0,2,2,8
1989,10,40,2,9,1209,72,1,0,0,0,2,4,2
1989,10,42,1,3,644,40,0,1,0,0,2,2,2
1989,10,42,1,3,645,40,0,1,0,0,2,2,2
1989,10,42,1,4,646,32,0,1,0,0,2,1,2
1989,10,42,1,4,647,32,0,1,0,0,2,1,2
1989,10,42,1,5,648,32,1,0,0,0,2,1,2
1989,10,42,1,7,649,44,0,1,0,0,2,3,2
1989,10,42,1,2,650,32,0,1,0,0,2,1,2
1989,10,42,1,3,651,32,0,0,0,5,2,1,5
1989,10,42,1,3,652,40,2,1,0,0,2,2,6
1989,10,42,1,4,653,32,1,0,0,0,2,1,2
1989,10,42,1,5,654,32,1,0,0,0,2,1,2
1989,12,42,2,3,663,32,1,0,0,0,2,1,2
1989,12,42,2,3,663,40,1,1,0,0,2,2,4
1989,12,42,2,3,663,44,0,1,0,0,2,3,2
1989,12,42,2,3,664,40,1,0,0,0,2,2,2
1989,12,42,2,4,666,32,1,0,0,0,2,1,2
1989,12,42,2,4,666,40,0,1,0,0,2,2,2
1989,12,42,2,4,667,40,1,0,0,0,2,2,2
1989,12,42,2,5,672,32,0,0,0,8,2,1,8
1989,12,42,2,5,672,40,1,1,0,0,2,2,4
1989,12,42,2,5,672,44,2,0,0,0,2,3,4
1989,12,42,2,5,673,32,0,1,0,0,2,1,2
1989,12,42,2,5,673,40,0,1,0,0,2,2,2
1989,12,42,2,5,674,40,1,0,0,0,2,2,2
1989,5,45,1,2,315,32,1,0,0,0,3,1,2
1989,5,45,1,9,316,32,0,1,0,0,3,1,2
1989,5,45,1,9,317,40,1,0,0,0,3,2,2
1989,5,45,2,9,322,40,2,0,0,0,3,2,4
1989,5,45,2,9,322,44,0,0,4,0,3,3,8
1989,5,45,2,9,323,44,0,2,0,0,3,3,4
1989,4,46,1,9,448,32,1,0,0,0,3,1,2
1989,4,46,1,9,448,40,1,0,0,0,3,2,2
1989,5,46,2,5,459,32,0,1,0,0,3,1,2
1989,5,46,2,5,460,44,2,1,0,0,3,3,6
1989,5,46,2,9,465,40,1,0,0,0,3,2,2
1989,5,46,2,9,465,44,0,1,0,0,3,3,2
1989,5,46,2,9,466,44,0,1,0,0,3,3,2
1989,5,50,1,5,256,32,0,1,0,0,3,1,2
1989,5,50,1,5,257,32,2,0,0,0,3,1,4
1989,5,50,1,6,258,32,0,1,0,0,3,1,2
1989,9,50,2,5,262,40,0,1,0,0,3,2,2
1989,9,50,2,5,263,44,0,0,0,0,3,3,0
1989,9,50,2,7,267,32,0,0,0,0,3,1,0
1989,9,50,2,9,270,32,1,0,0,0,3,1,2
1989,9,50,2,9,270,40,0,1,0,0,3,2,2
1989,9,50,2,9,271,44,1,1,0,0,3,3,4
1989,4,52,1,2,373,32,0,1,0,0,3,1,2
1989,4,52,1,2,374,40,1,0,0,0,3,2,2
1989,4,52,1,3,375,32,0,2,0,0,3,1,4
1989,4,52,1,3,375,72,1,0,0,0,3,4,2
1989,4,52,1,3,376,40,0,1,0,0,3,2,2
1989,4,52,1,4,377,40,1,0,0,0,3,2,2
1989,4,52,1,5,378,32,1,0,0,0,3,1,2
1989,4,52,1,5,379,40,2,0,0,0,3,2,4
1989,4,52,1,5,380,40,3,0,0,0,3,2,6
1989,4,52,1,9,381,32,0,1,0,0,3,1,2
1989,4,52,1,9,382,32,0,2,0,0,3,1,4
1989,4,52,1,9,383,32,1,0,0,0,3,1,2
1989,4,52,1,9,383,40,1,1,0,0,3,2,4
1989,4,52,1,9,384,40,1,0,0,0,3,2,2
1989,4,52,1,9,384,44,0,1,0,0,3,3,2
1989,4,52,2,5,398,32,0,1,0,0,3,1,2
1989,4,52,2,5,399,32,0,1,0,0,3,1,2
1989,4,52,2,5,399,44,1,0,0,0,3,3,2
1989,4,52,2,5,400,40,1,0,0,0,3,2,2
1989,4,52,2,9,416,32,1,0,0,0,3,1,2
1989,4,52,2,9,417,40,1,0,0,0,3,2,2
1989,4,52,2,9,418,40,1,1,0,0,3,2,4
1989,4,52,2,9,418,44,1,1,0,0,3,3,4
1989,4,52,2,9,419,44,0,1,0,0,3,3,2
1989,5,54,1,4,606,32,0,1,0,0,3,1,2
1989,5,54,1,4,607,32,0,2,0,0,3,1,4
1989,5,54,1,9,608,32,0,1,0,0,3,1,2
1989,5,54,1,2,609,32,1,0,0,0,3,1,2
1989,5,54,1,2,610,32,1,0,0,0,3,1,2
1989,5,54,1,3,611,32,0,1,0,0,3,1,2
1989,5,54,1,4,612,32,1,0,0,0,3,1,2
1989,5,54,1,5,613,32,0,0,3,0,3,1,6
1989,8,54,2,7,625,32,0,0,2,0,3,1,4
1989,8,54,2,9,627,32,2,1,0,0,3,1,6
1989,8,54,2,9,627,44,2,1,6,0,3,3,18
1989,8,54,2,9,627,31,3,1,0,0,3,5,8
1989,8,54,2,9,628,32,5,0,0,0,3,1,10
1990,3,2,1,3,893,40,0,1,0,0,1,2,2
1990,3,2,1,5,894,32,0,1,0,0,1,1,2
1990,3,2,1,5,894,72,0,1,0,0,1,4,2
1990,3,2,1,9,895,32,0,1,0,0,1,1,2
1990,3,2,1,2,896,40,1,0,0,0,1,2,2
1990,3,2,1,3,897,32,0,1,0,0,1,1,2
1990,4,2,2,3,905,32,1,0,0,0,1,1,2
1990,4,2,2,3,905,44,1,0,0,0,1,3,2
1990,4,2,2,3,906,32,1,1,0,0,1,1,4
1990,4,2,2,3,906,40,0,1,0,0,1,2,2
1990,4,2,2,7,909,32,2,0,0,0,1,1,4
1990,4,2,2,7,909,72,1,0,0,0,1,4,2
1990,2,6,1,5,592,32,0,1,0,0,1,1,2
1990,2,6,1,9,593,44,0,1,0,0,1,3,2
1990,3,6,2,0,596,32,0,1,0,0,1,1,2
1990,3,7,1,5,1164,40,0,2,0,0,1,2,4
1990,3,7,1,3,1165,40,1,0,0,0,1,2,2
1990,5,7,2,5,1180,32,0,1,0,0,1,1,2
1990,4,7,2,7,1184,32,2,1,0,0,1,1,6
1990,5,7,2,9,1188,32,0,1,0,0,1,1,2
1990,3,9,1,4,472,40,0,1,0,0,1,2,2
1990,1,12,1,4,367,32,0,0,2,0,1,1,4
1990,1,12,1,4,368,32,1,0,0,0,1,1,2
1990,1,12,1,4,368,40,3,1,0,0,1,2,8
1990,1,12,1,0,369,40,1,1,0,0,1,2,4
1990,1,12,1,1,370,32,1,1,0,0,1,1,4
1990,1,12,1,1,370,72,0,1,0,0,1,4,2
1990,1,12,1,5,371,32,1,1,0,0,1,1,4
1990,1,12,1,5,371,72,1,0,0,0,1,4,2
1990,1,12,2,0,372,32,1,0,0,0,1,1,2
1990,1,12,2,0,372,40,2,0,0,0,1,2,4
1990,1,12,2,3,374,32,1,0,0,0,1,1,2
1990,1,12,2,3,375,32,2,0,0,0,1,1,4
1990,1,12,2,5,377,40,0,1,0,0,1,2,2
1990,1,12,2,5,377,72,1,0,0,0,1,4,2
1990,1,12,2,5,378,40,1,0,0,0,1,2,2
1990,3,13,1,4,816,32,2,0,0,0,1,1,4
1990,3,13,1,4,816,40,1,1,0,0,1,2,4
1990,3,13,1,4,816,44,1,0,0,0,1,3,2
1990,3,13,1,4,816,72,0,1,0,0,1,4,2
1990,3,13,2,0,820,32,0,1,0,0,1,1,2
1990,3,13,2,2,823,32,0,1,0,0,1,1,2
1990,3,13,2,2,823,40,1,1,0,0,1,2,4
1990,3,13,2,3,827,32,0,1,0,0,1,1,2
1990,3,13,2,5,828,32,5,2,3,0,1,1,20
1990,3,13,2,5,828,40,0,3,0,0,1,2,6
1990,3,13,2,5,828,72,1,0,0,0,1,4,2
1990,3,13,2,9,832,32,1,0,0,0,1,1,2
1990,3,13,2,9,832,40,1,0,0,0,1,2,2
1990,7,16,2,6,268,40,1,1,0,0,1,2,4
1990,7,17,1,4,638,32,1,0,0,0,1,1,2
1990,7,17,1,5,639,40,1,0,0,0,1,2,2
1990,7,17,1,5,640,32,1,0,0,0,1,1,2
1990,7,17,1,9,641,32,0,0,3,0,1,1,6
1990,9,17,2,2,643,32,1,0,0,0,1,1,2
1990,9,17,2,5,650,32,0,1,0,0,1,1,2
1990,9,17,2,5,650,40,0,1,0,0,1,2,2
1990,9,17,2,5,651,40,1,0,0,0,1,2,2
1990,9,17,2,7,652,44,1,0,0,0,1,3,2
1990,9,17,2,9,655,44,0,1,0,0,1,3,2
1990,3,23,1,0,540,32,2,0,5,0,1,1,14
1990,3,23,1,9,541,32,0,1,0,0,1,1,2
1990,3,23,1,9,542,32,0,1,0,0,1,1,2
1990,3,23,1,9,542,40,1,1,0,0,1,2,4
1990,4,23,2,3,547,32,0,1,0,0,1,1,2
1990,4,23,2,3,547,44,0,1,0,0,1,3,2
1990,4,23,2,5,549,32,0,1,0,0,1,1,2
1990,4,23,2,5,549,40,0,1,0,0,1,2,2
1990,4,23,2,9,551,32,0,1,0,0,1,1,2
1990,4,23,2,9,551,44,0,1,0,0,1,3,2
1990,4,23,2,9,552,40,1,0,0,0,1,2,2
1990,4,23,2,9,553,40,1,1,0,0,1,2,4
1990,2,24,1,0,303,32,0,0,2,0,1,1,4
1990,2,24,1,4,304,32,1,0,0,0,1,1,2
1990,2,24,1,4,304,40,0,1,0,0,1,2,2
1990,2,24,1,0,305,32,0,1,0,0,1,1,2
1990,2,24,2,0,314,44,1,0,0,0,1,3,2
1990,2,24,2,3,319,32,1,0,0,0,1,1,2
1990,4,25,1,4,499,32,0,0,3,0,1,1,6
1990,4,25,1,4,499,40,1,0,0,0,1,2,2
1990,4,25,1,9,500,32,1,0,0,0,1,1,2
1990,4,25,1,5,501,44,0,1,0,0,1,3,2
1990,7,25,2,0,503,32,1,1,0,0,1,1,4
1990,7,25,2,0,503,40,1,0,0,0,1,2,2
1990,7,25,2,9,510,32,1,0,0,0,1,1,2
1990,7,25,2,9,511,32,1,0,0,0,1,1,2
1990,7,25,2,9,511,72,1,0,0,0,1,4,2
1990,4,29,1,0,907,40,1,1,0,0,1,2,4
1990,4,29,1,2,908,32,0,1,0,0,1,1,2
1990,4,29,1,2,909,32,0,1,0,0,1,1,2
1990,4,29,1,4,910,40,1,0,0,0,1,2,2
1990,4,29,1,5,911,72,0,1,0,0,1,4,2
1990,4,29,1,9,912,32,0,1,0,0,1,1,2
1990,7,29,2,2,919,32,0,1,0,0,1,1,2
1990,7,29,2,2,920,32,0,1,0,0,1,1,2
1990,7,29,2,3,923,32,1,0,0,0,1,1,2
1990,7,29,2,4,924,32,1,0,0,0,1,1,2
1990,7,29,2,4,925,40,2,1,0,0,1,2,6
1990,7,29,2,5,926,32,1,0,5,0,1,1,12
1990,7,29,2,5,927,32,2,0,3,0,1,1,10
1990,7,29,2,5,927,40,3,0,0,0,1,2,6
1990,7,29,2,6,929,32,0,1,0,0,1,1,2
1990,7,29,2,6,930,32,0,1,0,0,1,1,2
1990,7,29,2,6,931,44,0,1,0,0,1,3,2
1990,7,29,2,9,932,44,0,1,0,0,1,3,2
1990,7,29,2,9,933,44,1,0,0,0,1,3,2
1990,9,32,1,4,527,44,0,1,0,0,2,3,2
1990,9,32,1,5,528,32,0,1,0,0,2,1,2
1990,9,32,1,5,529,32,0,1,0,0,2,1,2
1990,12,32,2,5,540,32,0,1,0,0,2,1,2
1990,12,32,2,5,541,32,0,1,0,0,2,1,2
1990,12,32,2,5,542,32,1,0,0,0,2,1,2
1990,12,32,2,5,542,7,0,1,0,0,2,9,2
1990,12,32,2,5,543,50,0,1,0,0,2,5,1
1990,12,32,2,9,549,32,0,0,3,0,2,1,6
1990,12,32,2,9,550,32,0,1,0,0,2,1,2
1990,9,35,1,0,1124,32,0,1,0,0,2,1,2
1990,9,35,1,2,1125,44,1,0,0,0,2,3,2
1990,9,35,1,4,1126,32,0,0,4,0,2,1,8
1990,9,35,1,4,1126,72,0,1,0,0,2,4,2
1990,9,35,1,4,1127,32,0,0,5,0,2,1,10
1990,9,35,1,4,1127,72,0,1,0,0,2,4,2
1990,9,35,1,4,1128,32,0,1,0,0,2,1,2
1990,9,35,1,4,1129,32,1,0,2,0,2,1,6
1990,9,35,1,4,1129,40,0,0,2,0,2,2,4
1990,9,35,1,4,1130,72,0,1,0,0,2,4,2
1990,9,35,1,5,1131,40,0,1,0,0,2,2,2
1990,9,35,1,3,1132,40,0,1,0,0,2,2,2
1990,9,35,1,3,1133,44,0,0,2,0,2,3,4
1990,9,35,1,4,1134,44,0,0,4,0,2,3,8
1990,9,35,1,4,1135,44,0,1,0,0,2,3,2
1990,9,35,1,4,1135,72,0,1,0,0,2,4,2
1990,9,35,1,4,1136,72,1,2,0,0,2,4,6
1990,9,35,1,5,1137,40,0,1,0,0,2,2,2
1990,9,35,1,5,1137,44,0,1,0,0,2,3,2
1990,9,35,1,5,1137,50,1,0,0,0,2,5,2
1990,9,35,1,9,1138,40,0,1,0,0,2,2,2
1990,11,35,2,3,1141,32,1,0,0,0,2,1,2
1990,11,35,2,4,1144,40,4,1,0,0,2,2,10
1990,11,35,2,5,1149,32,1,1,0,0,2,1,4
1990,11,35,2,5,1149,40,7,1,0,0,2,2,16
1990,11,35,2,5,1149,44,1,0,0,0,2,3,2
1990,11,35,2,5,1149,72,0,0,0,4,2,4,4
1990,11,35,2,5,1150,32,3,5,2,0,2,1,20
1990,11,35,2,5,1150,40,3,0,2,0,2,2,10
1990,11,35,2,5,1150,39,2,0,0,0,2,5,4
1990,11,35,2,5,1150,72,0,0,0,13,2,4,13
1990,11,35,2,5,1151,40,0,1,0,0,2,2,2
1990,11,35,2,5,1151,44,3,2,0,0,2,3,10
1990,11,35,2,5,1151,72,0,1,0,0,2,4,2
1990,11,35,2,5,1152,40,1,1,0,0,2,2,4
1990,11,35,2,5,1153,72,0,1,0,0,2,4,2
1990,11,35,2,9,1158,44,1,0,0,0,2,3,2
1990,8,39,1,4,142,32,1,0,0,0,2,1,2
1990,8,39,1,5,143,30,1,0,0,0,2,5,2
1990,8,39,1,9,144,32,2,0,0,0,2,1,4
1990,8,39,1,5,145,30,1,0,0,0,2,5,2
1990,10,39,2,5,151,29,0,0,2,0,2,5,4
1990,10,39,2,9,155,32,0,0,3,0,2,1,6
1990,11,40,1,3,1218,40,0,1,0,0,2,2,2
1990,11,40,1,4,1219,40,0,1,0,0,2,2,2
1990,11,40,1,4,1220,72,0,1,0,0,2,4,2
1990,11,40,1,5,1221,32,1,0,0,0,2,1,2
1990,11,40,1,5,1221,40,3,1,0,0,2,2,8
1990,11,40,1,5,1222,40,1,0,2,0,2,2,6
1990,11,40,1,9,1223,40,1,0,0,0,2,2,2
1990,11,40,1,4,1224,44,1,0,0,0,2,3,2
1990,11,40,1,4,1225,72,1,0,0,0,2,4,2
1990,11,40,1,5,1226,32,0,1,0,0,2,1,2
1990,14,40,2,1,1229,40,2,1,0,0,2,2,6
1990,14,40,2,3,1232,32,1,0,0,0,2,1,2
1990,14,40,2,4,1235,32,1,0,0,0,2,1,2
1990,14,40,2,5,1239,32,0,1,0,0,2,1,2
1990,14,40,2,5,1239,40,1,0,0,0,2,2,2
1990,14,40,2,5,1240,32,0,1,0,0,2,1,2
1990,14,40,2,5,1240,40,1,4,0,0,2,2,10
1990,14,40,2,5,1241,32,1,1,0,0,2,1,4
1990,14,40,2,5,1241,40,1,3,0,0,2,2,8
1990,14,40,2,5,1241,39,0,1,0,0,2,5,2
1990,14,40,2,5,1242,40,1,0,0,0,2,2,2
1990,14,40,2,5,1243,40,1,0,0,0,2,2,2
1990,14,40,2,5,1244,40,1,0,0,0,2,2,2
1990,14,40,2,5,1244,44,1,1,0,0,2,3,4
1990,14,40,2,9,1249,32,1,1,0,0,2,1,4
1990,14,40,2,9,1249,40,2,1,0,0,2,2,6
1990,14,40,2,9,1250,40,0,2,0,0,2,2,4
1990,14,40,2,9,1251,40,1,0,0,0,2,2,2
1990,9,42,1,0,690,44,0,1,0,0,2,3,2
1990,9,42,1,2,691,32,0,0,2,0,2,1,4
1990,9,42,1,3,692,32,0,0,2,0,2,1,4
1990,9,42,1,5,693,32,0,0,4,0,2,1,8
1990,9,42,1,4,694,32,0,0,0,5,2,1,5
1990,11,42,2,1,698,32,3,0,0,0,2,1,6
1990,11,42,2,3,702,32,0,1,0,0,2,1,2
1990,11,42,2,4,705,32,0,0,2,0,2,1,4
1990,11,42,2,4,706,40,1,0,0,0,2,2,2
1990,11,42,2,4,707,44,1,0,0,0,2,3,2
1990,11,42,2,4,708,44,1,0,0,0,2,3,2
1990,11,42,2,5,713,32,0,0,2,0,2,1,4
1990,11,42,2,5,713,40,0,1,0,0,2,2,2
1990,11,42,2,5,714,32,0,0,2,0,2,1,4
1990,11,42,2,5,714,40,2,0,0,0,2,2,4
1990,11,42,2,5,715,32,0,0,3,0,2,1,6
1990,11,42,2,5,716,32,1,1,0,0,2,1,4
1990,11,42,2,5,716,40,1,0,0,0,2,2,2
1990,11,42,2,5,717,40,1,1,0,0,2,2,4
1990,11,42,2,5,718,50,0,1,0,0,2,5,1
1990,11,42,2,7,721,32,0,1,0,0,2,1,2
1990,11,42,2,7,722,32,0,1,0,0,2,1,2
