percent_change_previous_non_linear,percent_change_long_term_non_linear,percent_change_previous_linear,percent_change_long_term_linear,direction_previous_non_linear,direction_long_term_non_linear,direction_previous_linear,direction_long_term_linear
0.6%,36.3%,21.4%,44.7%,up,up,up,up
